keyMuniCode,SWISKey,MuniName,MuniType,CountyName,LogicalType
340343500000,343000,Kendall,Town,Orleans,Rural
340355700000,343200,Murray,Town,Orleans,Rural
340371300000,343400,Ridgeway,Town,Orleans,Rural
340377100000,343600,Shelby,Town,Orleans,Rural
340392900000,343800,Yates,Town,Orleans,Rural
340400500050,342001,Albion,Village,,Smaller Urban Center (Upstate)
340455702350,343201,Holley,Village,,Smaller Urban Center (Upstate)
340471303030,343401,Medina,Village,,Smaller Urban Center (Upstate)
350100000000,350000,Oswego,County,Oswego,County
350214000000,350400,Fulton,City,,Smaller Urban Center (Upstate)
350242000000,351200,Oswego,City,,Smaller Urban Center (Upstate)
350300600000,352000,Albion,Town,Oswego,Rural
350301700000,352200,Amboy,Town,Oswego,Rural
350319800000,352600,Constantia,Town,Oswego,Rural
350333600000,352800,Granby,Town,Oswego,Rural
350336900000,353000,Hannibal,Town,Oswego,Rural
350338200000,353200,Hastings,Town,Oswego,Rural
350352500000,353400,Mexico,Town,Oswego,Rural
350353800000,353600,Minetto,Town,Oswego,Suburb
350357500000,353800,New Haven,Town,Oswego,Rural
350361900000,354000,Orwell,Town,Oswego,Rural
350362400000,354200,Oswego,Town,Oswego,Rural
350363600000,354400,Palermo,Town,Oswego,Rural
350364000000,354600,Parish,Town,Oswego,Rural
350371000000,355000,Richland,Town,Oswego,Rural
350374200000,355200,Sandy Creek,Town,Oswego,Rural
350375500000,355400,Schroeppel,Town,Oswego,Rural
350376200000,355600,Scriba,Town,Oswego,Rural
350386200000,355800,Volney,Town,Oswego,Rural
350389400000,356000,West Monroe,Town,Oswego,Rural
350391100000,356200,Williamstown,Town,Oswego,Rural
350438200890,353201,Central Square,Village,,Suburb
350452503060,353401,Mexico,Village,,Smaller Urban Center (Upstate)
350471004110,355001,Pulaski,Village,,Smaller Urban Center (Upstate)
350475503900,355401,Phoenix,Village,,Smaller Urban Center (Upstate)
360100000000,360000,Otsego,County,Otsego,County
360241000000,361200,Oneonta,City,,Smaller Urban Center (Upstate)
360310200000,362000,Burlington,Town,Otsego,Rural
360310600000,362200,Butternuts,Town,Otsego,Rural
360315600000,362400,Cherry Valley,Town,Otsego,Rural
360325600000,362800,Edmeston,Town,Otsego,Rural
360338100000,363200,Hartwick,Town,Otsego,Rural
360345100000,363400,Laurens,Town,Otsego,Rural
360351700000,363600,Maryland,Town,Otsego,Rural
360352800000,363800,Middlefield,Town,Otsego,Rural
360353200000,364000,Milford,Town,Otsego,Rural
360355200000,364200,Morris,Town,Otsego,Rural
360357800000,364400,New Lisbon,Town,Otsego,Rural
360361000000,364600,Oneonta,Town,Otsego,Rural
360362500000,364800,Otego,Town,Otsego,Rural
360362700000,365000,Otsego,Town,Otsego,Rural
360366800000,365200,Pittsfield,Town,Otsego,Rural
360370800000,365600,Richfield,Town,Otsego,Rural
360379600000,366000,Springfield,Town,Otsego,Rural
360384500000,366200,Unadilla,Town,Otsego,Rural
360392600000,366600,Worcester,Town,Otsego,Rural
360462503690,364801,Otego,Village,,Rural
360462701120,363801,Cooperstown,Village,,Smaller Urban Center (Upstate)
360484504960,366201,Unadilla,Village,,Smaller Urban Center (Upstate)
370100000000,370000,Putnam,County,Putnam,County
370312900000,372000,Carmel,Town,Putnam,Suburb
370343600000,372200,Kent,Town,Putnam,Suburb
370364300000,372400,Patterson,Town,Putnam,Suburb
370366000000,372600,Philipstown,Town,Putnam,Suburb
370369600000,372800,Putnam Valley,Town,Putnam,Suburb
370378900000,373000,Southeast,Town,Putnam,Suburb
370466001090,372601,Cold Spring,Village,,Suburb
370478900510,373001,Brewster,Village,,Smaller Urban Center (Downstate)
380100000000,380000,Rensselaer,County,Rensselaer,County
380247000000,381400,Rensselaer,City,,Smaller Urban Center (Upstate)
380257000000,381700,Troy,City,,Smaller Urban Center (Upstate)
380306700000,382000,Berlin,Town,Rensselaer,Rural
380309900000,382200,Brunswick,Town,Rensselaer,Suburb
380324900000,382400,East Greenbush,Town,Rensselaer,Suburb
380333500000,382600,Grafton,Town,Rensselaer,Rural
380339800000,382800,Hoosick,Town,Rensselaer,Rural
380356100000,383000,Nassau,Town,Rensselaer,Rural
380359500000,383200,North Greenbush,Town,Rensselaer,Suburb
380365600000,383400,Petersburgh,Town,Rensselaer,Rural
380367000000,383600,Pittstown,Town,Rensselaer,Rural
380367600000,383800,Poestenkill,Town,Rensselaer,Suburb
380374100000,384000,Sand Lake,Town,Rensselaer,Suburb
380375200000,384200,Schaghticoke,Town,Rensselaer,Rural
380375300000,384400,Schodack,Town,Rensselaer,Suburb
380380400000,384600,Stephentown,Town,Rensselaer,Rural
380439802380,382801,Hoosick Falls,Village,,Smaller Urban Center (Upstate)
380456103330,383001,Nassau,Village,,Smaller Urban Center (Upstate)
380475300790,384401,Castleton-On-Hudson,Village,,Smaller Urban Center (Upstate)
390100000000,390000,Rockland,County,Rockland,County
390316700000,392000,Clarkstown,Town,Rockland,Major Urban Center
390338300000,392200,Haverstraw,Town,Rockland,Suburb
390361500000,392400,Orangetown,Town,Rockland,Smaller Urban Center (Downstate)
390369800000,392600,Ramapo,Town,Rockland,Major Urban Center
390381300000,392800,Stony Point,Town,Rockland,Suburb
390416705000,392001,Upper Nyack,Village,,Suburb
390438302190,392201,Haverstraw,Village,,Smaller Urban Center (Downstate)
390438305320,392203,West Haverstraw,Village,,Smaller Urban Center (Downstate)
390461503570,392005,Nyack,Village,,Smaller Urban Center (Downstate)
390461503910,392405,Piermont,Village,,Smaller Urban Center (Downstate)
390461504740,392407,South Nyack,Village,,Smaller Urban Center (Downstate)
390469800035,392621,Airmont,Village,,Suburb
390469800975,392615,Chestnut Ridge,Village,,Smaller Urban Center (Downstate)
390469803185,392617,Montebello,Village,,Suburb
390469803395,392613,New Hempstead,Village,,Suburb
390469803995,392205,Pomona,Village,,Smaller Urban Center (Downstate)
390469804650,392603,Sloatsburg,Village,,Suburb
390469804780,392003,Spring Valley,Village,,Smaller Urban Center (Downstate)
390469804830,392607,Suffern,Village,,Smaller Urban Center (Downstate)
390469805275,392611,Wesley Hills,Village,,Suburb
400100000000,400000,St. Lawrence,County,St Lawrence,County
400238000000,401200,Ogdensburg,City,,Smaller Urban Center (Upstate)
400308900000,402000,Brasher,Town,St Lawrence,Rural
400312500000,402200,Canton,Town,St Lawrence,Rural
400318800000,402800,Colton,Town,St Lawrence,Rural
400322500000,403000,De Kalb,Town,St Lawrence,Rural
400325700000,403400,Edwards,Town,St Lawrence,Rural
400328700000,403600,Fine,Town,St Lawrence,Rural
400329800000,403800,Fowler,Town,St Lawrence,Rural
400333400000,404000,Gouverneur,Town,St Lawrence,Rural
400336500000,404200,Hammond,Town,St Lawrence,Rural
400339000000,404400,Hermon,Town,St Lawrence,Rural
400340100000,404600,Hopkinton,Town,St Lawrence,Rural
400345200000,404800,Lawrence,Town,St Lawrence,Rural
400347200000,405000,Lisbon,Town,St Lawrence,Rural
400348500000,405200,Louisville,Town,St Lawrence,Rural
400349800000,405600,Madrid,Town,St Lawrence,Rural
400351900000,405800,Massena,Town,St Lawrence,Rural
400355300000,406000,Morristown,Town,St Lawrence,Rural
400358800000,406200,Norfolk,Town,St Lawrence,Rural
400362300000,406400,Oswegatchie,Town,St Lawrence,Rural
400364100000,406600,Parishville,Town,St Lawrence,Rural
400366200000,407000,Pierrepont,Town,St Lawrence,Rural
400368400000,407400,Potsdam,Town,St Lawrence,Rural
400373100000,407800,Russell,Town,St Lawrence,Rural
400380900000,408000,Stockholm,Town,St Lawrence,Rural
400386300000,408200,Waddington,Town,St Lawrence,Rural
400433401960,404001,Gouverneur,Village,,Smaller Urban Center (Upstate)
400451902980,405201,Massena,Village,,Smaller Urban Center (Upstate)
400468403550,406201,Norwood,Village,,Smaller Urban Center (Upstate)
400468404080,407403,Potsdam,Village,,Smaller Urban Center (Upstate)
410100000000,410000,Saratoga,County,Saratoga,County
410229000000,411000,Mechanicville,City,,Smaller Urban Center (Upstate)
410252000000,411500,Saratoga Springs,City,,Suburb
410304900000,412000,Ballston,Town,Saratoga,Suburb
410314700000,412200,Charlton,Town,Saratoga,Suburb
410317400000,412400,Clifton Park,Town,Saratoga,Suburb
410320000000,412600,Corinth,Town,Saratoga,Rural
410325500000,413000,Edinburg,Town,Saratoga,Rural
410331400000,413200,Galway,Town,Saratoga,Rural
410334400000,413400,Greenfield,Town,Saratoga,Rural
410335700000,413600,Hadley,Town,Saratoga,Rural
410336000000,413800,Halfmoon,Town,Saratoga,Suburb
410350100000,414000,Malta,Town,Saratoga,Suburb
410353400000,414200,Milton,Town,Saratoga,Rural
410354900000,414400,Moreau,Town,Saratoga,Suburb
410360100000,414600,Northumberland,Town,Saratoga,Rural
410369300000,414800,Providence,Town,Saratoga,Rural
410374700000,415000,Saratoga,Town,Saratoga,Rural
410380700000,415200,Stillwater,Town,Saratoga,Rural
410387500000,415400,Waterford,Town,Saratoga,Suburb
410391700000,415600,Wilton,Town,Saratoga,Suburb
410420001150,412601,Corinth,Village,,Smaller Urban Center (Upstate)
410453400340,412001,Ballston Spa,Village,,Smaller Urban Center (Upstate)
410454904730,414401,South Glens Falls,Village,,Smaller Urban Center (Upstate)
410474704490,415001,Schuylerville,Village,,Smaller Urban Center (Upstate)
410480704820,415201,Stillwater,Village,,Rural
410487505180,415401,Waterford,Village,,Smaller Urban Center (Upstate)
420100000000,420000,Schenectady,County,Schenectady,County
420253000000,421500,Schenectady,City,,Smaller Urban Center (Upstate)
420324200000,422000,Duanesburg,Town,Schenectady,Suburb
420333100000,422200,Glenville,Town,Schenectady,Suburb
420358700000,422400,Niskayuna,Town,Schenectady,Suburb
420369200000,422600,Princetown,Town,Schenectady,Suburb
420372600000,422800,Rotterdam,Town,Schenectady,Suburb
420433104500,422201,Scotia,Village,,Smaller Urban Center (Upstate)
430100000000,430000,Schoharie,County,Schoharie,County
430312700000,432400,Carlisle,Town,Schoharie,Rural
430317800000,432600,Cobleskill,Town,Schoharie,Rural
430327500000,433000,Esperance,Town,Schoharie,Suburb
430330900000,433200,Fulton,Town,Schoharie,Rural
430332900000,433400,Gilboa,Town,Schoharie,Rural
430342800000,433600,Jefferson,Town,Schoharie,Rural
430352600000,433800,Middleburgh,Town,Schoharie,Rural
430371200000,434000,Richmondville,Town,Schoharie,Rural
430375400000,434200,Schoharie,Town,Schoharie,Rural
430376700000,434400,Seward,Town,Schoharie,Rural
430376900000,434600,Sharon,Town,Schoharie,Rural
430381800000,434800,Summit,Town,Schoharie,Rural
430392800000,435000,Wright,Town,Schoharie,Rural
430417801060,432601,Cobleskill,Village,,Smaller Urban Center (Upstate)
430452603070,433801,Middleburgh,Village,,Smaller Urban Center (Upstate)
430475404480,434201,Schoharie,Village,,Smaller Urban Center (Upstate)
440100000000,440000,Schuyler,County,Schuyler,County
440313500000,442000,Catharine,Town,Schuyler,Rural
440323700000,442400,Dix,Town,Schuyler,Rural
440338500000,442600,Hector,Town,Schuyler,Rural
440354600000,442800,Montour,Town,Schuyler,Rural
440361400000,443000,Orange,Town,Schuyler,Rural
440370100000,443200,Reading,Town,Schuyler,Rural
440384200000,443400,Tyrone,Town,Schuyler,Rural
440423705210,442401,Watkins Glen,Village,,Smaller Urban Center (Upstate)
440454603210,442403,Montour Falls,Village,,Smaller Urban Center (Upstate)
450100000000,450000,Seneca,County,Seneca,County
450320600000,452000,Covert,Town,Seneca,Rural
450328400000,452200,Fayette,Town,Seneca,Rural
450343300000,452400,Junius,Town,Seneca,Rural
450348200000,452600,Lodi,Town,Seneca,Rural
450363000000,452800,Ovid,Town,Seneca,Rural
450372000000,453000,Romulus,Town,Seneca,Rural
450376500000,453200,Seneca Falls,Town,Seneca,Rural
450385100000,453600,Varick,Town,Seneca,Rural
450387600000,453800,Waterloo,Town,Seneca,Rural
450476504530,,Seneca Falls,Village,,Smaller Urban Center (Upstate)
450487605190,452201,Waterloo,Village,,Smaller Urban Center (Upstate)
460100000000,460000,Steuben,County,Steuben,County
460210000000,460300,Corning,City,,Smaller Urban Center (Upstate)
460219000000,460600,Hornell,City,,Smaller Urban Center (Upstate)
460300200000,462000,Addison,Town,Steuben,Rural
460305600000,462400,Bath,Town,Steuben,Rural
460311500000,462800,Cameron,Town,Steuben,Rural
460311700000,463000,Campbell,Town,Steuben,Rural
460312400000,463200,Canisteo,Town,Steuben,Rural
460313800000,463400,Caton,Town,Steuben,Rural
460318100000,463600,Cohocton,Town,Steuben,Rural
460320100000,463800,Corning,Town,Steuben,Rural
460321600000,464000,Dansville,Town,Steuben,Rural
460327300000,464200,Erwin,Town,Steuben,Suburb
460340300000,465000,Hornby,Town,Steuben,Rural
460340400000,465200,Hornellsville,Town,Steuben,Rural
460340700000,465400,Howard,Town,Steuben,Rural
460342500000,465600,Jasper,Town,Steuben,Rural
460347100000,465800,Lindley,Town,Steuben,Rural
460368800000,466000,Prattsburgh,Town,Steuben,Rural
460369400000,466200,Pulteney,Town,Steuben,Rural
460370000000,466400,Rathbone,Town,Steuben,Rural
460382600000,466600,Thurston,Town,Steuben,Rural
460383400000,466800,Troupsburg,Town,Steuben,Rural
460383800000,467000,Tuscarora,Town,Steuben,Rural
460384800000,467200,Urbana,Town,Steuben,Rural
460388200000,467400,Wayland,Town,Steuben,Rural
460388300000,467600,Wayne,Town,Steuben,Rural
460390500000,468000,Wheeler,Town,Steuben,Rural
460392400000,468200,Woodhull,Town,Steuben,Rural
460400200020,462001,Addison,Village,,Smaller Urban Center (Upstate)
460404400290,462201,Avoca,Village,,Smaller Urban Center (Upstate)
460405600360,462401,Bath,Village,,Smaller Urban Center (Upstate)
460412400730,463201,Canisteo,Village,,Smaller Urban Center (Upstate)
460420104700,463803,South Corning,Village,,Rural
460427303750,464201,Painted Post,Village,,Smaller Urban Center (Upstate)
460488205230,467401,Wayland,Village,,Smaller Urban Center (Upstate)
470100000000,470000,Suffolk,County,Suffolk,County
470304600000,472000,Babylon,Town,Suffolk,Major Urban Center
470309600000,472200,Brookhaven,Town,Suffolk,Major Urban Center
470341100000,472600,Huntington,Town,Suffolk,Major Urban Center
470342100000,472800,Islip,Town,Suffolk,Major Urban Center
470371600000,473000,Riverhead,Town,Suffolk,Suburb
470377300000,473200,Shelter Island,Town,Suffolk,Suburb
470378000000,473400,Smithtown,Town,Suffolk,Major Urban Center
470378700000,473600,Southampton,Town,Suffolk,Major Urban Center
470379000000,473800,Southold,Town,Suffolk,Suburb
470404600150,472001,Amityville,Village,,Smaller Urban Center (Downstate)
470404600310,472003,Babylon,Village,,Suburb
470404602720,472005,Lindenhurst,Village,,Smaller Urban Center (Downstate)
470409600410,472203,Bellport,Village,,Suburb
470409602565,472217,Lake Grove,Village,,Suburb
470409603800,472207,Patchogue,Village,,Smaller Urban Center (Downstate)
470409604045,472213,Port Jefferson,Village,,Suburb
470425001420,472401,East Hampton,Village,,Smaller Urban Center (Downstate)
470441102420,472603,Huntington Bay,Village,,Smaller Urban Center (Downstate)
470441102770,472605,Lloyd Harbor,Village,,Smaller Urban Center (Downstate)
470441103510,472607,Northport,Village,,Smaller Urban Center (Downstate)
470442100540,472801,Brightwaters,Village,,Suburb
470442102465,472802,Islandia,Village,,Suburb
470478003450,473403,Nissequogue,Village,,Smaller Urban Center (Downstate)
470478005080,473405,Village of The Branch,Village,,Suburb
470478704120,473603,Quogue,Village,,Smaller Urban Center (Downstate)
470478704350,472403,Sag Harbor,Village,,Suburb
470478704690,473605,Southampton,Village,,Smaller Urban Center (Downstate)
470478705310,473607,Westhampton Beach,Village,,Suburb
470479002050,473801,Greenport,Village,,Smaller Urban Center (Upstate)
480100000000,480000,Sullivan,County,Sullivan,County
480307000000,482000,Bethel,Town,Sullivan,Rural
480311100000,482200,Callicoon,Town,Sullivan,Rural
480317900000,482400,Cochecton,Town,Sullivan,Rural
480322600000,482600,Delaware,Town,Sullivan,Rural
480328100000,482800,Fallsburg,Town,Sullivan,Rural
480330500000,483200,Fremont,Town,Sullivan,Rural
480339100000,483400,Highland,Town,Sullivan,Rural
480346700000,483600,Liberty,Town,Sullivan,Rural
480348700000,483800,Lumberland,Town,Sullivan,Rural
480350200000,484000,Mamakating,Town,Sullivan,Rural
480356300000,484200,Neversink,Town,Sullivan,Rural
480371800000,484400,Rockland,Town,Sullivan,Rural
480382300000,484600,Thompson,Town,Sullivan,Rural
480383900000,484800,Tusten,Town,Sullivan,Rural
480446702690,483601,Liberty,Village,,Smaller Urban Center (Upstate)
480450205460,484003,Wurtsboro,Village,,Suburb
480482303200,484601,Monticello,Village,,Smaller Urban Center (Upstate)
490100000000,490000,Tioga,County,Tioga,County
490305400000,492000,Barton,Town,Tioga,Rural
490306600000,492200,Berkshire,Town,Tioga,Rural
490312200000,492400,Candor,Town,Tioga,Rural
490356500000,492600,Newark Valley,Town,Tioga,Rural
490358500000,492800,Nichols,Town,Tioga,Rural
490363200000,493000,Owego,Town,Tioga,Rural
490370900000,493200,Richford,Town,Tioga,Rural
490379500000,493400,Spencer,Town,Tioga,Rural
490382800000,493600,Tioga,Town,Tioga,Rural
490405405220,492001,Waverly,Village,Tioga,Smaller Urban Center (Upstate)
490456503370,492601,Newark Valley,Village,Tioga,Smaller Urban Center (Upstate)
490463203720,493001,Owego,Village,Tioga,Smaller Urban Center (Upstate)
500100000000,500000,Tompkins,County,Tompkins,County
500221000000,500700,Ithaca,City,Tompkins,Smaller Urban Center (Upstate)
500313100000,502000,Caroline,Town,Tompkins,Rural
500321400000,502200,Danby,Town,Tompkins,Rural
500324000000,502400,Dryden,Town,Tompkins,Rural
500327000000,502600,Enfield,Town,Tompkins,Rural
500335200000,502800,Groton,Town,Tompkins,Rural
500342300000,503000,Ithaca,Town,Tompkins,Suburb
500344900000,503200,Lansing,Town,Tompkins,Suburb
500357300000,503400,Newfield,Town,Tompkins,Rural
500384400000,503600,Ulysses,Town,Tompkins,Suburb
500424001370,502401,Dryden,Village,Tompkins,Smaller Urban Center (Upstate)
500435202080,502801,Groton,Village,Tompkins,Smaller Urban Center (Upstate)
500442300850,503001,Cayuga Heights,Village,Tompkins,Suburb
500444902605,503201,Lansing,Village,Tompkins,Smaller Urban Center (Downstate)
500484404910,503601,Trumansburg,Village,Tompkins,Smaller Urban Center (Upstate)
510100000000,510000,Ulster,County,Ulster,County
510224000000,510800,Kingston,City,Ulster,Smaller Urban Center (Upstate)
510327400000,512200,Esopus,Town,Ulster,Rural
510331500000,512400,Gardiner,Town,Ulster,Suburb
510341200000,512800,Hurley,Town,Ulster,Rural
510347900000,513200,Lloyd,Town,Ulster,Suburb
510350900000,513400,Marbletown,Town,Ulster,Rural
510351400000,513600,Marlborough,Town,Ulster,Rural
510357900000,513800,New Paltz,Town,Ulster,Suburb
510360900000,514000,Olive,Town,Ulster,Suburb
510367200000,514200,Plattekill,Town,Ulster,Rural
510371700000,514400,Rochester,Town,Ulster,Rural
510372400000,514600,Rosendale,Town,Ulster,Suburb
510374900000,514800,Saugerties,Town,Ulster,Suburb
510376800000,515000,Shandaken,Town,Ulster,Rural
510377000000,515200,Shawangunk,Town,Ulster,Rural
510384300000,515400,Ulster,Town,Ulster,Suburb
510388000000,515600,Wawarsing,Town,Ulster,Rural
510392500000,515800,Woodstock,Town,Ulster,Suburb
510457903410,513801,New Paltz,Village,Ulster,Smaller Urban Center (Upstate)
510474904420,514801,Saugerties,Village,Ulster,Smaller Urban Center (Upstate)
510488001530,515601,Ellenville,Village,Ulster,Smaller Urban Center (Upstate)
520100000000,520000,Warren,County,Warren,County
520217000000,520500,Glens Falls,City,Warren,Smaller Urban Center (Upstate)
520308000000,522000,Bolton,Town,Warren,Rural
520315800000,522400,Chester,Town,Warren,Rural
520340200000,522800,Horicon,Town,Warren,Rural
520343100000,523000,Johnsburg,Town,Warren,Rural
520344630000,522200,Lake George,Town,Warren,Suburb
520344660000,523200,Lake Luzerne,Town,Warren,Rural
520369700000,523400,Queensbury,Town,Warren,Suburb
520382500000,523800,Thurman,Town,Warren,Rural
520387100000,524000,Warrensburg,Town,Warren,Rural
530100000000,530000,Washington,County,Washington,County
530303000000,532000,Argyle,Town,Washington,Rural
530311300000,532200,Cambridge,Town,Washington,Rural
530325100000,532600,Easton,Town,Washington,Rural
530329500000,532800,Fort Ann,Town,Washington,Rural
530329700000,533000,Fort Edward,Town,Washington,Rural
530333900000,533200,Granville,Town,Washington,Rural
530334900000,533400,Greenwich,Town,Washington,Rural
530337800000,533800,Hartford,Town,Washington,Rural
530338400000,534000,Hebron,Town,Washington,Rural
530342400000,534200,Jackson,Town,Washington,Rural
530343900000,534400,Kingsbury,Town,Washington,Rural
530373800000,534800,Salem,Town,Washington,Rural
530390600000,535000,White Creek,Town,Washington,Rural
530390700000,535200,Whitehall,Town,Washington,Rural
530429701780,533001,Fort Edward,Village,Washington,Smaller Urban Center (Upstate)
530433901990,533201,Granville,Village,Washington,Smaller Urban Center (Upstate)
530434902060,532601,Greenwich,Village,Washington,Smaller Urban Center (Upstate)
530443902400,534401,Hudson Falls,Village,Washington,Smaller Urban Center (Upstate)
530490600660,532201,Cambridge,Village,Washington,Smaller Urban Center (Upstate)
530490705350,535201,Whitehall,Village,Washington,Smaller Urban Center (Upstate)
540100000000,540000,Wayne,County,Wayne,County
540302900000,542000,Arcadia,Town,Wayne,Rural
540310500000,542200,Butler,Town,Wayne,Rural
540331200000,542400,Galen,Town,Wayne,Rural
540341300000,542600,Huron,Town,Wayne,Rural
540349100000,542800,Lyons,Town,Wayne,Rural
540349400000,543000,Macedon,Town,Wayne,Suburb
540351300000,543200,Marion,Town,Wayne,Rural
540361200000,543400,Ontario,Town,Wayne,Suburb
540363700000,543600,Palmyra,Town,Wayne,Rural
540372200000,543800,Rose,Town,Wayne,Rural
540375000000,544000,Savannah,Town,Wayne,Rural
540378300000,544200,Sodus,Town,Wayne,Rural
540386700000,544400,Walworth,Town,Wayne,Suburb
540391000000,544600,Williamson,Town,Wayne,Suburb
540392200000,544800,Wolcott,Town,Wayne,Rural
540402903360,542001,Newark,Village,Wayne,Smaller Urban Center (Upstate)
540431201050,542401,Clyde,Village,Wayne,Smaller Urban Center (Upstate)
540449102820,542801,Lyons,Village,Wayne,Smaller Urban Center (Upstate)
540449402850,543001,Macedon,Village,Wayne,Suburb
540463703770,543601,Palmyra,Village,Wayne,Smaller Urban Center (Upstate)
540478304670,544201,Sodus,Village,Wayne,Smaller Urban Center (Upstate)
540478304675,544203,Sodus Point,Village,Wayne,Smaller Urban Center (Upstate)
540492205420,542201,Wolcott,Village,Wayne,Smaller Urban Center (Upstate)
550100000000,550000,Westchester,County,Westchester,County
550231000000,550800,Mount Vernon,City,Westchester,Smaller Urban Center (Downstate)
550233000000,551000,New Rochelle,City,Westchester,Smaller Urban Center (Downstate)
550243000000,551200,Peekskill,City,Westchester,Smaller Urban Center (Downstate)
550250000000,551400,Rye,City,Westchester,Smaller Urban Center (Downstate)
550261000000,551700,White Plains,City,Westchester,Major Urban Center
550262000000,551800,Yonkers,City,Westchester,Major Urban Center
550305700000,552000,Bedford,Town,Westchester,Smaller Urban Center (Downstate)
550320300000,552200,Cortlandt,Town,Westchester,Suburb
550324700000,552400,Eastchester,Town,Westchester,Smaller Urban Center (Downstate)
550334200000,552600,Greenburgh,Town,Westchester,Smaller Urban Center (Downstate)
550337700000,552800,Harrison,Town,Westchester,Smaller Urban Center (Downstate)
550346300000,553000,Lewisboro,Town,Westchester,Smaller Urban Center (Downstate)
550350300000,553200,Mamaroneck,Town,Westchester,Smaller Urban Center (Downstate)
550355600000,553400,Mount Pleasant,Town,Westchester,Smaller Urban Center (Downstate)
550357000000,553600,New Castle,Town,Westchester,Smaller Urban Center (Downstate)
550359000000,553800,North Castle,Town,Westchester,Smaller Urban Center (Downstate)
550360000000,554000,North Salem,Town,Westchester,Suburb
550362200000,554200,Ossining,Town,Westchester,Smaller Urban Center (Downstate)
550364600000,554400,Pelham,Town,Westchester,Smaller Urban Center (Downstate)
550368700000,554600,Pound Ridge,Town,Westchester,Smaller Urban Center (Downstate)
550373400000,554800,Rye,Town,Westchester,Smaller Urban Center (Downstate)
550378500000,555200,Somers,Town,Westchester,Suburb
550393200000,555400,Yorktown,Town,Westchester,Suburb
550420300620,552201,Buchanan,Village,Westchester,Suburb
550420301200,552203,Croton-On-Hudson,Village,Westchester,Smaller Urban Center (Downstate)
550424704920,552403,Tuckahoe,Village,Westchester,Smaller Urban Center (Downstate)
550434200220,552601,Ardsley,Village,Westchester,Smaller Urban Center (Downstate)
550434201330,552603,Dobbs Ferry,Village,Westchester,Smaller Urban Center (Downstate)
550434201570,552605,Elmsford,Village,Westchester,Smaller Urban Center (Downstate)
550434202180,552607,Hastings-On-Hudson,Village,Westchester,Smaller Urban Center (Downstate)
550434202450,552609,Irvington,Village,Westchester,Smaller Urban Center (Downstate)
550434204850,552611,Tarrytown,Village,Westchester,Smaller Urban Center (Downstate)
550437702165,552801,Harrison,Village,Westchester,Smaller Urban Center (Downstate)
550450302610,553201,Larchmont,Village,Westchester,Smaller Urban Center (Downstate)
550450302890,553203,Mamaroneck,Village,Westchester,Smaller Urban Center (Downstate)
550455453270,555601,Mount Kisco,Village,Westchester,Smaller Urban Center (Downstate)
550455603980,553403,Pleasantville,Village,Westchester,Smaller Urban Center (Downstate)
550455604635,553401,Sleepy Hollow,Village,Westchester,Smaller Urban Center (Downstate)
550462200520,553405,Briarcliff Manor,Village,Westchester,Smaller Urban Center (Downstate)
550462203680,554203,Ossining,Village,Westchester,Smaller Urban Center (Downstate)
550464603820,554403,Pelham,Village,Westchester,Smaller Urban Center (Downstate)
550464603830,554405,Pelham Manor,Village,Westchester,Smaller Urban Center (Downstate)
550473404020,554801,Port Chester,Village,Westchester,Smaller Urban Center (Downstate)
550473404325,554805,Rye Brook,Village,Westchester,Smaller Urban Center (Downstate)
560100000000,560000,Wyoming,County,Wyoming,County
560302800000,562000,Arcade,Town,Wyoming,Rural
560303700000,562200,Attica,Town,Wyoming,Rural
560306200000,562400,Bennington,Town,Wyoming,Rural
560313400000,562600,Castile,Town,Wyoming,Rural
560320700000,562800,Covington,Town,Wyoming,Rural
560324500000,563000,Eagle,Town,Wyoming,Rural
560331100000,563200,Gainesville,Town,Wyoming,Rural
560342600000,563600,Java,Town,Wyoming,Rural
560352700000,563800,Middlebury,Town,Wyoming,Rural
560361600000,564000,Orangeville,Town,Wyoming,Rural
560365100000,564200,Perry,Town,Wyoming,Rural
560366300000,564400,Pike,Town,Wyoming,Rural
560377200000,564600,Sheldon,Town,Wyoming,Rural
560387200000,564800,Warsaw,Town,Wyoming,Rural
560402800210,562001,Arcade,Village,Wyoming,Smaller Urban Center (Upstate)
560403700270,182203,Attica,Village,Wyoming,Smaller Urban Center (Upstate)
560413400780,562601,Castile,Village,Wyoming,Smaller Urban Center (Upstate)
560465103850,562603,Perry,Village,Wyoming,Smaller Urban Center (Upstate)
560487205150,564801,Warsaw,Village,Wyoming,Smaller Urban Center (Upstate)
570100000000,570000,Yates,County,Yates,County
570305300000,572000,Barrington,Town,Yates,Rural
570306400000,572200,Benton,Town,Yates,Rural
570342200000,572400,Italy,Town,Yates,Rural
570342900000,572600,Jerusalem,Town,Yates,Rural
570352900000,572800,Middlesex,Town,Yates,Rural
570353300000,573000,Milo,Town,Yates,Rural
570368500000,573200,Potter,Town,Yates,Rural
570380300000,573400,Starkey,Town,Yates,Rural
570383100000,573600,Torrey,Town,Yates,Rural
570453303840,572201,Penn Yan,Village,Yates,Smaller Urban Center (Upstate)
570480301380,573401,Dundee,Village,Yates,Smaller Urban Center (Upstate)
